property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month,coordinate1,coordinate2,coutry_code,coutry,availability_30,availability_60,availability_90,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
Apartment,Entire home/apt,Real Bed,1,6,flexible,4,1,4,1,1,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Refrigerator', 'Oven', 'Patio or balcony']",248.0,0.0,100.0,0,0,600.0,3000.0,0,29.00214,41.04721,TR,Turkey,27,45,45,45,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,12,flexible,2,1,1,2,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Extra pillows and blankets']",148.0,527.0,79.0,79,79,600.0,3000.0,0,29.08019,40.991,TR,Turkey,19,41,71,71,10.0,10.0,10.0,10.0,9.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2,4,0,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Crib']",85.0,200.0,31.0,29,29,600.0,3000.0,0,-8.60465,41.15349,PT,Portugal,18,33,57,321,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,28,strict_14_with_grace_period,3,1,2,2,2,"['Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Host greets you']",42.0,0.0,0.0,0,0,600.0,3000.0,0,-8.63555,41.16323,PT,Portugal,30,60,90,180,9.0,9.0,10.0,10.0,7.0,9.0,90.0
House,Entire home/apt,Real Bed,1,1125,moderate,5,2,2,3,1,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",350.0,1000.0,225.0,50,50,600.0,3000.0,0,151.14943,-33.88133,AU,Australia,17,47,77,168,10.0,10.0,10.0,10.0,10.0,9.0,93.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,0,2,0,1,"['TV', 'Wifi', 'Pets allowed', 'Washer', 'Dryer', 'Carbon monoxide detector', 'Safety card', 'Hangers', 'Laptop friendly workspace']",66.0,0.0,0.0,5,5,600.0,3000.0,0,-8.55315,41.34054,PT,Portugal,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,5,1125,flexible,2,1,1,0,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bed linens', 'Host greets you']",39.0,200.0,49.0,10,10,600.0,3000.0,0,-73.57736,45.46399,CA,Canada,22,43,43,178,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Resort,Private room,Real Bed,1,1125,strict_14_with_grace_period,8,2,4,6,2,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",470.0,0.0,0.0,0,0,600.0,3000.0,0,-158.12009,21.33267,US,United States,12,23,49,273,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,6,3,3,0,3,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Host greets you', 'Beachfront']",2060.0,2000.0,475.0,0,0,600.0,3000.0,0,-156.44752,20.72369,US,United States,0,6,11,142,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Resort,Private room,Real Bed,7,7,flexible,6,2,2,0,2,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Host greets you', 'Beachfront']",700.0,0.0,0.0,0,0,600.0,3000.0,0,-156.69106,20.93843,US,United States,0,0,0,167,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Private room,Real Bed,1,1125,moderate,2,1,2,1,1,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Handheld shower head', 'Fixed grab bars for shower', 'Fixed grab bars for toilet', 'Roll-in shower']",70.0,200.0,0.0,25,25,600.0,3000.0,0,151.08994,-33.87188,AU,Australia,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,2,3,0,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Washer', 'Dryer', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Host greets you']",496.0,0.0,0.0,50,50,600.0,3000.0,0,28.9869,41.03043,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Entire home/apt,Real Bed,28,1125,strict_14_with_grace_period,2,0,1,0,1,"['TV', 'Wifi', 'Air conditioning', 'Smoke detector', 'Fire extinguisher', 'Lock on bedroom door', 'Laptop friendly workspace', 'Host greets you']",597.0,0.0,100.0,0,0,600.0,3000.0,0,114.15064,22.28528,HK,Hong Kong,29,59,89,364,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,3,30,moderate,4,2,2,7,2,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Waterfront']",175.0,250.0,150.0,0,0,600.0,3000.0,0,-155.99079,19.6366,US,United States,7,13,43,254,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,4,3,1,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water']",170.0,0.0,55.0,30,30,600.0,3000.0,0,-73.56925,45.4967,CA,Canada,30,60,82,82,10.0,9.0,10.0,10.0,10.0,9.0,100.0
Apartment,Entire home/apt,Real Bed,5,30,flexible,2,0,1,3,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Essentials', 'Hair dryer', 'Iron', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",526.0,0.0,69.0,0,0,600.0,3000.0,0,114.16971,22.27845,HK,Hong Kong,0,0,1,16,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Entire home/apt,Real Bed,1,7,flexible,3,2,3,0,1,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",211.0,0.0,0.0,0,0,600.0,3000.0,0,29.00444,41.07003,TR,Turkey,0,0,9,284,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,3,1,2,4,1,"['Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",100.0,0.0,0.0,50,50,600.0,3000.0,0,29.29863,40.9355,TR,Turkey,30,60,90,90,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,100,flexible,2,2,4,1,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Breakfast', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Long term stays allowed', 'Host greets you']",58.0,0.0,0.0,132,132,2109.0,15818.0,0,28.97165,41.03217,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,730,flexible,3,1,2,0,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Gym', 'Elevator', 'Washer', 'Microwave', 'Stove']",179.0,0.0,175.0,0,0,600.0,3000.0,0,-43.20249709494274,-22.98062600140178,BR,Brazil,3,6,16,181,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,1,3,1,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",70.0,150.0,20.0,20,20,600.0,3000.0,0,-8.60537,41.14499,PT,Portugal,28,58,88,363,10.0,9.0,10.0,10.0,10.0,10.0,93.0
Apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2,1,1,7,1,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Essentials', 'Hangers']",35.0,300.0,15.0,0,0,600.0,3000.0,0,2.19544,41.38928,ES,Spain,29,59,86,86,10.0,10.0,10.0,10.0,10.0,10.0,97.0
Apartment,Private room,Real Bed,29,1125,flexible,2,1,1,0,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Other']",220.0,1000.0,0.0,0,0,600.0,3000.0,0,114.21025,22.29025,HK,Hong Kong,29,59,89,364,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Private room,Real Bed,12,185,strict_14_with_grace_period,1,1,1,54,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Baby monitor', 'Outlet covers', 'Bathtub', 'Baby bath', 'High chair', 'Stair gates', 'Children’s books and toys', 'Window guards', 'Table corner guards', 'Fireplace guards', 'Babysitter recommendations', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Paid parking on premises']",69.0,0.0,30.0,10,10,600.0,1599.0,0,-157.7918,21.29827,US,United States,0,0,24,299,10.0,10.0,10.0,10.0,9.0,10.0,98.0
Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,8,2,4,7,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Other', 'Paid parking on premises']",600.0,250.0,65.0,25,25,600.0,3000.0,0,-73.56258,45.50299,CA,Canada,18,48,78,344,9.0,10.0,10.0,9.0,10.0,9.0,91.0
Apartment,Private room,Real Bed,1,300,moderate,2,1,1,10,1,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Other']",100.0,0.0,70.0,30,30,600.0,3000.0,0,151.27138,-33.88671,AU,Australia,0,29,59,240,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,2,5,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",160.0,0.0,60.0,7,7,600.0,3000.0,0,-73.55831,45.51746,CA,Canada,0,0,0,0,9.0,10.0,10.0,10.0,10.0,10.0,92.0
Boutique hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1,1,0,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Smoke detector', 'Essentials', 'Shampoo', 'Hair dryer']",249.0,0.0,100.0,30,30,600.0,3000.0,0,-159.32866,22.05386,US,United States,14,40,66,340,10.0,10.0,10.0,10.0,10.0,10.0,100.0
House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2,3,0,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Host greets you']",264.0,1000.0,250.0,0,0,600.0,3000.0,0,151.28013,-33.88427,AU,Australia,0,5,35,270,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Private room,Real Bed,1,30,strict_14_with_grace_period,3,1,2,1,1,"['Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Elevator', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",179.0,0.0,89.0,60,60,600.0,3000.0,0,28.83521,40.99458,TR,Turkey,30,60,90,180,4.0,2.0,10.0,10.0,10.0,10.0,60.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1,[''],4103.0,0.0,0.0,0,0,600.0,3000.0,0,-43.22293867729065,-22.98159983616068,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,0,1,7,1,"['TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Crib', 'Hot water', 'Microwave', 'Coffee maker', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Paid parking on premises']",47.0,100.0,25.0,15,15,600.0,3000.0,0,-8.61554,41.15352,PT,Portugal,29,59,89,179,10.0,10.0,10.0,10.0,9.0,9.0,97.0
Hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,0,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Smoke detector', 'Shampoo', 'Hair dryer', 'Bathtub']",2999.0,0.0,0.0,968,968,600.0,3000.0,0,114.1689,22.30595,HK,Hong Kong,23,47,77,282,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,3,4,31,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Baby monitor', 'High chair', 'Babysitter recommendations', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed']",80.0,200.0,70.0,40,40,600.0,3000.0,0,2.1674,41.4008,ES,Spain,16,46,72,281,10.0,10.0,10.0,10.0,10.0,10.0,97.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,3,1,1,3,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Host greets you']",80.0,0.0,20.0,20,20,600.0,3000.0,0,-8.60491,41.14609,PT,Portugal,4,20,38,307,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,2,1125,flexible,3,1,2,1,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Suitable for events', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hair dryer', 'Laptop friendly workspace']",110.0,0.0,0.0,0,0,600.0,3000.0,0,-73.58417,45.52127,CA,Canada,0,0,0,222,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,4,39,flexible,4,3,3,1,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Step-free access']",120.0,150.0,50.0,0,0,600.0,3000.0,0,2.17659,41.4092,ES,Spain,0,0,0,66,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,31,moderate,2,0,1,1,1,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Host greets you']",46.0,0.0,15.0,10,10,600.0,3000.0,0,-8.61376,41.14168,PT,Portugal,6,14,32,231,10.0,10.0,10.0,10.0,10.0,8.0,100.0
Guest suite,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,3,3,18,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Waterfront']",250.0,500.0,275.0,15,15,600.0,3000.0,0,-157.75237,21.40927,US,United States,3,7,19,67,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,5,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Private living room', 'Hot water']",70.0,0.0,0.0,0,0,600.0,3000.0,0,-73.59733,45.45944,CA,Canada,30,60,90,365,10.0,10.0,10.0,10.0,8.0,8.0,88.0
House,Private room,Real Bed,1,90,strict_14_with_grace_period,2,1,1,259,1,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Beach essentials']",80.0,100.0,50.0,20,20,600.0,3000.0,0,-157.74575,21.41092,US,United States,6,31,45,45,10.0,10.0,10.0,10.0,10.0,10.0,94.0
Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1,2,1,1,[''],557.0,0.0,0.0,0,0,600.0,3000.0,1,114.17266,22.30456,HK,Hong Kong,0,0,0,0,2.0,2.0,4.0,6.0,8.0,2.0,20.0
Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,3,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",24.0,100.0,10.0,10,10,600.0,3000.0,0,2.1495,41.39144,ES,Spain,4,31,57,332,9.0,10.0,5.0,8.0,10.0,7.0,73.0
Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,9,2,5,1,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",240.0,0.0,200.0,0,0,600.0,3000.0,0,-157.83001,21.28522,US,United States,0,4,12,218,10.0,10.0,10.0,10.0,10.0,10.0,100.0
