property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month,coordinate1,coordinate2,coutry_code,coutry,availability_30,availability_60,availability_90,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,2,2,0,1,"['Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Iron']",380.0,0.0,0.0,0,0,600.0,3000.0,0,-43.24277868091869,-22.915009354482486,BR,Brazil,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Loft,Private room,Real Bed,1,1125,flexible,2,1,2,0,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",185.0,0.0,0.0,0,0,600.0,3000.0,0,29.03693,41.12452,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1,1,1,62,1,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",34.0,0.0,25.0,10,10,250.0,900.0,0,-73.58774,45.52028,CA,Canada,0,0,0,0,10.0,9.0,10.0,10.0,10.0,10.0,98.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",264.0,527.0,26.0,53,53,600.0,3000.0,0,28.89964,40.99667,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2,2,24,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",298.0,600.0,180.0,50,50,600.0,3000.0,0,-43.1998455458952,-22.980051683700506,BR,Brazil,24,54,84,174,9.0,10.0,10.0,10.0,10.0,9.0,92.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,4,1,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Essentials']",36.0,0.0,0.0,20,20,600.0,3000.0,0,151.26969,-33.79629,AU,Australia,0,0,0,0,10.0,10.0,9.0,9.0,10.0,9.0,95.0
Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0,1,61,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection']",117.0,0.0,0.0,20,20,600.0,3000.0,0,151.29792,-33.71472,AU,Australia,0,0,25,26,10.0,10.0,10.0,10.0,10.0,10.0,97.0
Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,2,1,1,9,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",330.0,0.0,0.0,0,0,600.0,3000.0,0,114.17034,22.31655,HK,Hong Kong,20,50,80,135,8.0,7.0,9.0,8.0,10.0,8.0,73.0
Apartment,Entire home/apt,Real Bed,2,30,flexible,6,3,3,0,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",746.0,0.0,373.0,187,187,600.0,3000.0,0,-43.45296045334386,-23.008710784460312,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,6,2,3,1,2,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Family/kid friendly', 'Washer', 'Dryer']",135.0,200.0,0.0,0,0,950.0,3000.0,0,-155.96445,19.5702,US,United States,0,13,43,196,10.0,8.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,1,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",499.0,0.0,99.0,0,0,600.0,3000.0,0,-156.68012,20.96996,US,United States,30,60,90,365,10.0,10.0,10.0,8.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,15,flexible,1,1,1,1,2,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer']",149.0,0.0,30.0,0,0,600.0,3000.0,0,-43.247421907135774,-22.936203246553816,BR,Brazil,28,58,88,178,8.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,3,1,2,22,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",400.0,0.0,0.0,0,0,600.0,3000.0,0,114.17073,22.31723,HK,Hong Kong,30,60,90,145,8.0,9.0,9.0,9.0,10.0,9.0,83.0
Guesthouse,Private room,Real Bed,1,1125,moderate,2,1,1,162,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",487.0,0.0,0.0,0,0,600.0,3000.0,0,113.92823,22.27671,HK,Hong Kong,18,41,67,339,10.0,10.0,10.0,10.0,9.0,9.0,96.0
Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,6,2,5,8,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",798.0,500.0,150.0,20,20,600.0,3000.0,0,-43.17714541632985,-22.96270793328072,BR,Brazil,11,41,71,247,10.0,9.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Pull-out Sofa,3,180,moderate,4,1,2,32,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Other', 'Paid parking on premises']",95.0,0.0,130.0,0,0,600.0,3000.0,0,-158.20291,21.4818,US,United States,0,3,16,246,10.0,10.0,10.0,10.0,9.0,9.0,98.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,1,1,29,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Doorman', 'Breakfast', 'Elevator', 'Free street parking', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",858.0,1865.0,112.0,112,112,600.0,3000.0,0,-43.20056249420509,-22.98034625363379,BR,Brazil,18,40,70,345,10.0,10.0,10.0,10.0,10.0,10.0,99.0
Apartment,Entire home/apt,Real Bed,2,1124,moderate,2,0,1,225,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Elevator', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",31.0,200.0,10.0,0,0,600.0,3000.0,0,-8.61205,41.14404,PT,Portugal,13,43,62,278,10.0,10.0,10.0,10.0,10.0,10.0,96.0
Treehouse,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2,1,1,103,1,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Indoor fireplace', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Host greets you']",185.0,300.0,80.0,0,0,600.0,3000.0,0,-155.21763,19.42151,US,United States,20,45,75,165,10.0,10.0,10.0,10.0,10.0,10.0,99.0
Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,4,0,3,"['Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Iron']",1999.0,0.0,0.0,0,0,600.0,3000.0,0,-43.20465630892734,-22.983108745795256,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,4,1125,moderate,1,1,1,1,1,"['TV', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Elevator', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",71.0,0.0,20.0,0,0,600.0,3000.0,0,-43.17645081249057,-22.93848268819496,BR,Brazil,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,80.0
Apartment,Entire home/apt,Real Bed,21,30,moderate,3,1,3,45,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",212.0,275.0,120.0,0,0,1702.0,6000.0,0,-73.9696,40.78558,US,United States,0,3,5,5,9.0,9.0,10.0,10.0,10.0,9.0,93.0
Apartment,Entire home/apt,Real Bed,10,90,flexible,4,1,2,0,1,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Hangers', 'Iron', 'Laptop friendly workspace']",933.0,0.0,0.0,0,0,600.0,3000.0,0,-43.36831676949888,-23.011117008024065,BR,Brazil,28,58,88,363,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,2,1,2,117,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",175.0,300.0,90.0,300,300,600.0,3000.0,0,-73.96053,40.71577,US,United States,28,58,88,363,10.0,10.0,10.0,10.0,10.0,9.0,96.0
House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,14,4,10,32,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Beachfront']",795.0,1000.0,345.0,0,0,600.0,3000.0,0,-157.91952,21.63549,US,United States,10,17,26,229,10.0,9.0,10.0,10.0,10.0,10.0,94.0
House,Private room,Real Bed,1,1125,moderate,1,1,1,0,1,"['Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Buzzer/wireless intercom', 'Lock on bedroom door', 'Iron', 'Laptop friendly workspace']",101.0,400.0,100.0,50,50,600.0,3000.0,0,-43.33496705036137,-22.948365490450556,BR,Brazil,22,52,82,357,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,3,1125,moderate,1,1,1,2,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",35.0,0.0,0.0,0,0,600.0,3000.0,0,-73.90052,40.85598,US,United States,0,0,0,0,10.0,10.0,9.0,9.0,6.0,9.0,90.0
Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,1,2,145,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",997.0,1000.0,380.0,160,160,600.0,3000.0,0,114.17088,22.29663,HK,Hong Kong,20,50,80,170,10.0,10.0,10.0,10.0,10.0,9.0,94.0
Apartment,Private room,Real Bed,1,1125,flexible,2,2,2,1,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Host greets you']",37.0,0.0,0.0,0,0,600.0,3000.0,0,29.06064,40.98837,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,4,1,2,0,1,"['Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Doorman', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",105.0,0.0,0.0,0,0,600.0,3000.0,0,29.05108,41.08835,TR,Turkey,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,4,8,71,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo']",100.0,0.0,0.0,0,0,700.0,2800.0,0,-8.60069,41.16246,PT,Portugal,0,10,15,264,9.0,9.0,10.0,10.0,9.0,9.0,88.0
Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4,1,2,0,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",149.0,1000.0,60.0,40,40,600.0,3000.0,0,-43.178886292069244,-22.931715899178695,BR,Brazil,0,11,41,316,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,3,135,1,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Fire extinguisher', 'Essentials', 'Shampoo']",269.0,0.0,60.0,42,42,2549.0,9828.0,0,28.98538,41.03326,TR,Turkey,17,36,55,317,9.0,9.0,10.0,10.0,10.0,9.0,91.0
Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,9,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Breakfast', 'Family/kid friendly', 'Essentials', 'Hangers']",138.0,0.0,0.0,70,70,600.0,3000.0,0,-43.3089745798612,-23.004633399469007,BR,Brazil,28,58,88,347,10.0,10.0,10.0,10.0,10.0,10.0,98.0
Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,1,1,"['Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",101.0,128.0,120.0,20,20,350.0,600.0,0,-43.37035220190699,-22.91636184358952,BR,Brazil,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Bungalow,Entire home/apt,Real Bed,2,300,flexible,2,0,1,99,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water']",100.0,250.0,80.0,20,20,600.0,3000.0,0,-158.1602,21.57561,US,United States,12,27,53,321,10.0,9.0,10.0,10.0,10.0,9.0,96.0
Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2,2,32,2,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove']",351.0,500.0,120.0,500,500,600.0,3000.0,0,-43.20577175003696,-22.982557305257775,BR,Brazil,3,18,41,316,10.0,9.0,9.0,10.0,10.0,9.0,95.0
Bed and breakfast,Private room,Real Bed,1,1125,flexible,2,1,1,11,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron']",112.0,0.0,0.0,0,0,600.0,3000.0,0,-43.353970672578306,-23.008991691724663,BR,Brazil,24,45,60,309,10.0,10.0,10.0,10.0,10.0,10.0,98.0
Guest suite,Entire home/apt,Real Bed,2,3,moderate,5,1,4,104,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Outlet covers', 'High chair', 'Children’s books and toys', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Accessible-height bed', 'Step-free access', 'Step-free access']",45.0,136.0,50.0,25,25,600.0,3000.0,0,151.26108,-33.7975,AU,Australia,0,0,0,0,10.0,9.0,10.0,10.0,10.0,10.0,96.0
House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,3,6,139,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'High chair', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",399.0,1000.0,185.0,35,35,2369.0,8802.0,0,151.27448,-33.8872,AU,Australia,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0
Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1,3,19,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",229.0,0.0,95.0,0,0,600.0,3000.0,0,-156.46881,20.78621,US,United States,5,26,35,228,10.0,9.0,10.0,10.0,10.0,9.0,94.0
Apartment,Entire home/apt,Real Bed,4,1125,flexible,3,1,1,0,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",298.0,0.0,0.0,0,0,600.0,3000.0,0,-43.177948896979196,-22.963149303022142,BR,Brazil,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1,2,13,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",80.0,500.0,30.0,0,0,600.0,3000.0,0,-8.68887,41.17544,PT,Portugal,0,0,0,27,10.0,10.0,10.0,10.0,10.0,10.0,95.0
House,Entire home/apt,Real Bed,5,1125,flexible,11,4,8,0,7,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Pets live on this property', 'Hot tub', 'Family/kid friendly', 'Suitable for events', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo']",2499.0,0.0,0.0,0,0,600.0,3000.0,0,-43.27502007153333,-22.99391888061395,BR,Brazil,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1,1,179,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you']",479.0,0.0,0.0,150,150,600.0,10000.0,0,114.17094,22.32074,HK,Hong Kong,0,3,3,3,9.0,9.0,10.0,10.0,10.0,9.0,94.0
